DATA,CDI_NI,PTAX,IBOV,IRF-M,IMA-S,IMA-C,IMA-B,IMA-B 5,IMA-B 5+,IRF-M 1,IRF-M 1+
1997-02-24,1.0296723911506824,1.0507,89592.0,,,,,,,,
1997-02-25,1.0306129248029312,1.0511,91491.0,,,,,,,,
1997-02-26,1.031550741339985,1.0517,89278.0,,,,,,,,
1997-02-27,1.0324861515522321,1.0515,87767.0,,,,,,,,
1997-02-28,1.0334188169426521,1.0515,88287.0,,,,,,,,
1997-03-03,1.0343006745559018,1.0515,8978.0,,,,,,,,
1997-03-04,1.035186594455686,1.0517,8961.0,,,,,,,,
1997-03-05,1.0360666479870966,1.0526,9074.0,,,,,,,,
1997-03-06,1.0369474496872164,1.053,9125.0,,,,,,,,
1997-03-07,1.0378323184239324,1.0532,9180.0,,,,,,,,
1997-03-10,1.0387212633179552,1.0532,9419.0,,,,,,,,
1997-03-11,1.0396076457207948,1.0539,9565.0,,,,,,,,
1997-03-12,1.0404981112536604,1.0544,9317.0,,,,,,,,
1997-03-13,1.0413860099119177,1.0557,9314.0,,,,,,,,
1997-03-14,1.0422779986848476,1.0554,9499.0,,,,,,,,
1997-03-17,1.0431707514818411,1.0582,9263.0,,,,,,,,
1997-03-18,1.0440642689573154,1.0589,9172.0,,,,,,,,
1997-03-19,1.044958551766248,1.0605,9087.0,,,,,,,,
1997-03-20,1.0458502566968122,1.0602,9302.0,,,,,,,,
1997-03-21,1.0467427225548618,1.0611,9301.0,,,,,,,,
1997-03-24,1.0476359499897268,1.0615,9327.0,,,,,,,,
1997-03-25,1.0485299396512908,1.0612,9380.0,,,,,,,,
1997-03-26,1.0494246921899928,1.0609,9271.0,,,,,,,,
1997-03-31,1.0503202082568261,1.0593,9044.0,,,,,,,,
1997-04-01,1.0511150065648183,1.0594,9138.0,,,,,,,,
1997-04-02,1.0519104063125861,1.0598,9237.0,,,,,,,,
1997-04-03,1.052706407955251,1.0584,9302.0,,,,,,,,
1997-04-04,1.053503011948279,1.0585,9705.0,,,,,,,,
1997-04-07,1.0543071191922087,1.059,9836.0,,,,,,,,
1997-04-08,1.0551225414043344,1.0588,9737.0,,,,,,,,
1997-04-09,1.0559702057516478,1.059,9819.0,,,,,,,,
1997-04-10,1.0568010431095332,1.0589,9732.0,,,,,,,,
1997-04-11,1.0576640796813885,1.0595,9517.0,,,,,,,,
1997-04-14,1.0585350025911613,1.06,9455.0,,,,,,,,
1997-04-15,1.0594028742690857,1.0606,9490.0,,,,,,,,
1997-04-16,1.0602433091632721,1.0611,9565.0,,,,,,,,
1997-04-17,1.0610985226213094,1.0613,9418.0,,,,,,,,
1997-04-18,1.0619722735887767,1.0618,9422.0,,,,,,,,
1997-04-22,1.0628078333736364,1.0629,9473.0,,,,,,,,
1997-04-23,1.063626354826509,1.0633,9634.0,,,,,,,,
1997-04-24,1.0644347108561774,1.0631,9708.0,,,,,,,,
1997-04-25,1.0652401898905766,1.0632,9731.0,,,,,,,,
1997-04-28,1.0660497724348934,1.0632,9761.0,,,,,,,,
1997-04-29,1.0668634562446997,1.0633,9858.0,,,,,,,,
1997-04-30,1.0676777611149475,1.0638,9982.0,,,,,,,,
1997-05-02,1.0685247605596175,1.0643,10074.0,,,,,,,,
1997-05-05,1.0693654758412259,1.0647,9993.0,,,,,,,,
1997-05-06,1.0702030135755596,1.065,10218.0,,,,,,,,
1997-05-07,1.0710450493066408,1.0653,10179.0,,,,,,,,
1997-05-08,1.0718877475514352,1.0651,10437.0,,,,,,,,
1997-05-09,1.0727311088312086,1.066,10491.0,,,,,,,,
1997-05-12,1.0735821171471553,1.0673,10681.0,,,,,,,,
1997-05-13,1.0744303006988074,1.068,10647.0,,,,,,,,
1997-05-14,1.0752791543578746,1.0683,10282.0,,,,,,,,
1997-05-15,1.076128678653775,1.0678,10353.0,,,,,,,,
1997-05-16,1.0769788741163453,1.0677,10498.0,,,,,,,,
1997-05-19,1.0778297412758409,1.068,10505.0,,,,,,,,
1997-05-20,1.0786812806629358,1.0685,10640.0,,,,,,,,
1997-05-21,1.0795334928087235,1.0689,10714.0,,,,,,,,
1997-05-22,1.080386378244717,1.0698,10745.0,,,,,,,,
1997-05-23,1.0812399375028492,1.0709,10764.0,,,,,,,,
1997-05-26,1.0820906570856763,1.0721,10960.0,,,,,,,,
1997-05-27,1.0829381613092124,1.0728,11133.0,,,,,,,,
1997-05-28,1.083768287556764,1.0732,11300.0,,,,,,,,
